등급	어휘	품사	길잡이말	유의어	반의어	주제	대범주	소범주
초급	사전	명사	사전을 찾다			학교생활	교육	학습 관련 사물
중급	사전	명사	백과사전				교육	학습 관련 사물
중급	사정	명사	집안 사정					
중급	사정	명사	도와달라고 사정하다					
고급	사지	명사	사지를 뻗다				인간	신체 부위
초급	사진	명사	졸업 사진			취미	문화	예술
중급	사진관	명사	사진관을 운영하다					
중급	사진첩	명사	사진첩에 보관하다	앨범		주말 및 휴가		
중급	사촌	명사	사촌 언니				삶	친족 관계
중급	사춘기	명사	사춘기 소녀				개념	시간
고급	사치	명사	사치를 부리다			외양		
고급	사치스럽다	형용사	사치스러운 생활			외양		
초급	사탕	명사	사탕을 먹다	캔디		음식 주문하기	식생활	음식
중급	사태	명사	위기 사태					
고급	사퇴	명사	자진 사퇴			정치	사회생활	사회 활동
중급	사투리	명사	사투리를 쓰다	방언|시골말00				
중급	사표	명사	사표를 내다			직장생활	사회생활	직장 생활
고급	사필귀정	명사				철학, 윤리		
중급	사항	명사	주의 사항					
고급	사형	명사	사형을 선고하다			사회문제	정치와 행정	사법 및 치안 행위
고급	사회	명사	결혼식의 사회			대중문화		
중급	사회	명사	상류 사회					
중급	사회	명사	사회에 진출하다					
중급	사회생활	명사	사회생활에 적응하다			직장생활		
중급	사회자	명사	사회자가 질문하다	사회01		대중매체	인간	사람의 종류
중급	사회적01∙사회적	관형사∙명사	사회적 문제			인간관계	사회생활	사회 활동
고급	사회주의	명사	사회주의 체제			정치	정치와 행정	정치 및 치안 상태
고급	사후	명사	사후 대책		사전01	종교	개념	시간
초급	사흘	명사	사흘 동안	사흗날		날짜 표현하기	개념	시간
고급	삭막하다	형용사	삭막한 세상					
중급	삭제	명사	파일 삭제		첨가	컴퓨터와 인터넷		
고급	산	접사	국내산			경제 경영	경제생활	경제 행위
초급	산	명사	산에 오르다			여행	자연	지형
고급	산간	명사	산간 지역	산골		지리정보	자연	지형
고급	산골	명사	산골 마을	산간		지리정보	자연	지형
중급	산길	명사	산길을 걷다			지리정보	자연	지형
중급	산꼭대기	명사	산꼭대기에 오르다	정상		지리정보	자연	지형
고급	산더미	명사	산더미처럼 쌓이다				개념	양
고급	산뜻하다	형용사	기분이 산뜻하다					
고급	산림	명사	산림 보호			환경문제		
고급	산만하다	형용사	태도가 산만하다			심리		
고급	산맥	명사	태백산맥			지리정보	자연	지형
고급	산모	명사	산모를 돌보다			보건과 의료	인간	사람의 종류
고급	산물	명사	바다의 산물	소산				
중급	산불	명사	산불 예방			사건, 사고, 재해 기술하기		
고급	산사태	명사	산사태가 나다			사회문제	자연	재해
고급	산성	명사	산성 물질			과학과 기술	교육	학문 용어
고급	산성비	명사	산성비가 내리다			환경문제	자연	재해
고급	산소	명사	조상의 산소			문화차이		
고급	산소	명사	산소를 마시다			과학과 기술	교육	학문 용어
중급	산속	명사	산속에 들어가다	산중		지리정보	자연	지형
중급	산업	명사	자동차 산업			직업과 진로		
고급	산업화	명사	산업화 시대			경제 경영		
초급	산책	명사	공원 산책	산보		취미	삶	여가 활동
고급	산하	명사	교육부 산하			직장생활		
초급	살	명사	살이 찌다			외모 표현하기	인간	신체 부위
초급	살	의존명사	세 살			소개하기(가족소개)	개념	세는 말
고급	살균	명사	살균 처리	멸균		보건과 의료		
고급	살금살금	부사	살금살금 다가가다				개념	모양
초급	살다	동사	오래 살다		죽다01	소개하기(자기소개)	삶	삶의 행위
초급	살다	동사	서울에 살다			소개하기(자기소개)	삶	삶의 행위
초급	살다	동사	남편과 살다					
중급	살리다	동사	목숨을 살리다		죽이다			
중급	살리다	동사	기억을 살리다		죽이다			
중급	살리다	동사	경제를 살리다		죽이다			
중급	살림	명사	살림을 차리다	살림살이		집 구하기		
중급	살림	명사	살림이 어렵다	살림살이		집 구하기		
고급	살며시	부사	살며시 웃다				개념	모양
중급	살아가다	동사	하루하루 살아가다				삶	일상 행위
중급	살아나다	동사	겨우 살아나다					
중급	살아남다	동사	전쟁에서 살아남다			사건, 사고, 재해 기술하기		
중급	살아오다	동사	간신히 살아오다			사건, 사고, 재해 기술하기		
중급	살인	명사	살인을 저지르다	살해		사건, 사고, 재해 기술하기		
중급	살짝	부사	살짝 움직이다					
중급	살찌다	동사	살찐 몸			외모 표현하기	인간	신체 변화
중급	살펴보다	동사	주위를 살펴보다				인간	인지 행위
중급	살피다	동사	주위를 살피다					
고급	살해	명사	살해 용의자	살인		사회문제	정치와 행정	사법 및 치안 행위
중급	삶	명사	삶을 누리다	생	죽음	연애와 결혼		
중급	삶다	동사	국수를 삶다			요리 설명하기	주생활	가사 행위
초급	삼01/삼	수사/관형사	삼 년				개념	수
고급	삼가다	동사	말을 삼가다					
고급	삼각형	명사	삼각형 모양					
초급	삼거리	명사	삼거리 모퉁이	세거리		길찾기	사회생활	교통 이용 장소
초급	삼겹살	명사	음식			음식 주문하기	식생활	식재료
초급	삼계탕	명사	음식			음식 주문하기	식생활	음식
중급	삼다	동사	며느리로 삼다				사회생활	사회 활동
중급	삼다	동사	재미로 삼다					
고급	삼림욕	명사	삼림욕을 즐기다	산림욕00		여가생활	삶	여가 활동
고급	삼복더위	명사	삼복더위에 시달리다	복더위		기후		
고급	삼삼오오	명사				인간관계		
초급	삼십01/삼십	수사/관형사	숫자				개념	수
초급	삼월	명사	달			날짜 표현하기	개념	시간
초급	삼촌	명사	친척			소개하기(가족소개)	삶	친족 관계
중급	삼키다	동사	음식을 삼키다			음식 설명하기	인간	신체 행위
중급	상	명사	상과 하				개념	위치 및 방향
고급	상	접사	사실상					
중급	상	명사	상을 차리다					
고급	상	명사	상을 당하다				삶	가족 행사
초급	상	명사	상을 받다			학교생활	교육	교수 학습 행위
중급	상가	명사	상가 건물			물건사기		
고급	상갓집	명사	상갓집에 가다			문화차이	삶	가족 행사
고급	상거래	명사	전자 상거래			경제 경영	경제생활	경제 행위
고급	상견례	명사	상견례 날짜			인간관계	삶	가족 행사
중급	상관	명사	나와 상관 없는 일					
중급	상관	명사	쓸데없이 상관하다					
중급	상관없다	형용사	상관없는 문제	관계없다				
중급	상관없이	부사	나이에 상관없이	관계없이				
중급	상금	명사	상금을 받다					
고급	상냥하다	형용사	상냥한 사람			심리	인간	태도
중급	상담	명사	상담을 받다			인간관계	사회생활	언어 행위
중급	상담실	명사	고객 상담실					
중급	상담원	명사	전화 상담원	카운슬러		직업과 진로	사회생활	직업
고급	상당	명사	백만 원 상당					
고급	상당수	명사	상당수가 참석하다				개념	양
중급	상당하다	형용사	실력이 상당하다				개념	정도
중급	상당히	부사	상당히 잘하다				개념	정도
중급	상대	명사	대화 상대			인간관계		
중급	상대방	명사	상대방의 입장	상대편		인간관계		
중급	상대적01·상대적	관형사·명사	상대적 평가				교육	학문 행위
중급	상대편	명사	상대편 선수	상대방|상대자00|상대측00		인간관계		
중급	상류	명사	상류와 하류			지리정보		
중급	상류	명사	상류 계층			지리정보		
고급	상류층	명사	상류층 모임			사회제도	경제생활	경제 상태
고급	상반	명사	주장이 상반되다				사회생활	사회 생활 상태
중급	상반기	명사	상반기 매출				개념	시간
고급	상반신	명사	상반신과 하반신	상체|윗몸	하반신	보건과 의료	인간	신체 부위
고급	상봉	명사	이산가족 상봉		이별	인간관계	사회생활	사회 활동
고급	상부상조	명사				인간관계	사회생활	사회 활동
중급	상사	명사	직장 상사			직장생활	사회생활	직위
중급	상상	명사	상상의 세계				인간	인지 행위
중급	상상력	명사	상상력이 풍부하다				인간	능력
고급	상세하다	형용사	설명이 상세하다					
고급	상속	명사	재산 상속			경제 경영	사회생활	사회 활동
중급	상승	명사	물가 상승		하강			
고급	상승세	명사	상승세와 하락세	오름세	하락세	경제 경영	경제생활	경제 상태
중급	상식	명사	상식에 어긋나다					
고급	상실	명사	의욕 상실					
고급	상심	명사	상심에 빠지다			심리	인간	감정
중급	상업	명사	상업에 종사하다			직업과 진로		
고급	상업적01∙|상업적	관형사∙명사	상업적 목적			경제 경영	경제생활	경제 상태
고급	상여	명사	상여 행렬			문화차이		
고급	상여금	명사	상여금을 받다			직장생활	경제생활	경제 수단
중급	상영	명사	영화 상영			공연과 감상		
고급	상영관	명사	영화 상영관			대중문화	문화	문화생활 장소
고급	상용	명사	상용한자			경제 경영	경제생활	경제 행위
고급	상위	명사	상위와 하위			교육	개념	위치 및 방향
고급	상위권	명사	상위권에 들다			교육	개념	위치 및 방향
고급	상응	명사	상응 관계				사회생활	사회 활동
고급	상의	명사	가족들과 상의하다			인간관계	사회생활	언어 행위
고급	상이하다	형용사	상이한 방식				개념	모양
고급	상인	명사	노점 상인	장수01		경제 경영	경제생활	경제 행위 주체
초급	상자	명사	상자에 넣다	박스				
초급	상자	명사	과자 두 상자	박스			개념	세는 말
고급	상장	명사	상장을 수여하다			교육	교육	학습 관련 사물
중급	상점	명사	상점의 주인			물건사기	경제생활	경제 행위 장소
고급	상주	명사	상주 직원			직장생활	주생활	주거 행위
중급	상징	명사	평화의 상징					
고급	상차림	명사	명절 상차림			식문화	식생활	식사 및 조리 행위
초급	상처	명사	상처를 치료하다				삶	병과 증상
고급	상체	명사	상체와 하체	상반신|윗몸		보건과 의료	인간	신체 부위
초급	상추	명사	상추를 먹다			음식 주문하기	식생활	채소
중급	상쾌하다	형용사	상쾌한 공기			날씨와 계절|#감정/기분 표현하기		
중급	상태	명사	건강 상태			건강		
고급	상표	명사	유명 상표	브랜드		경제 경영	경제생활	경제 산물
초급	상품	명사	상품을 팔다	물건		물건사기	경제생활	경제 수단
고급	상품권	명사	백화점 상품권			경제 경영	경제생활	경제 수단
중급	상하	명사	위아래				개념	위치 및 방향
중급	상하다	동사	뼈가 상하다			음식 설명하기	삶	병과 증상
중급	상하다	동사	얼굴이 상하다			음식 설명하기	인간	신체 변화
중급	상하다	동사	기분이 상하다			음식 설명하기	인간	감정
고급	상향	명사	상향 이동		하향			
고급	상호01/|상호	명사/부사	상호 이해				사회생활	사회 생활 상태
중급	상황	명사	주변 상황	정세02				
고급	샅샅이	부사	샅샅이 뒤지다					
중급	새	명사	눈 깜짝할 새					
초급	새	명사	동물				동식물	동물류
초급	새	관형사	새 옷					
중급	새기다	동사	이름을 새기다					
고급	새까맣다	형용사	새까만 눈동자			외양	개념	색깔
중급	새끼	명사	새끼 고양이					
중급	새끼	명사	나쁜 새끼					
중급	새다	동사	비가 새다					
중급	새다	동사	날이 새다					
고급	새댁	명사	옆집 새댁			인간관계	인간	사람의 종류
초급	새로	부사	새로 사다	새로이				
중급	새로이	부사	새로이 시작하다	새로				
초급	새롭다	형용사	감회가 새롭다				개념	성질
초급	새벽	명사	새벽 시간			시간 표현하기	개념	시간
초급	새벽	명사	새벽 네 시			시간 표현하기	개념	시간
중급	새삼	부사	새삼 느끼다	새삼스레				
고급	새삼스럽다	형용사	새삼스러운 기분					
고급	새싹	명사	새싹이 돋다	움		환경문제	동식물	식물의 부분
중급	새엄마	명사	새엄마를 맞이하다				삶	친족 관계
고급	새옹지마	명사				직장생활		
중급	새우	명사	새우를 먹다			요리 설명하기	식생활	식재료
중급	새우다	동사	밤을 새우다	밝히다				
중급	새집	명사	새집으로 이사하다			집 구하기		
고급	새콤하다	형용사	맛이 새콤하다			식문화		
고급	새파랗다	형용사	새파란 하늘			외양	개념	색깔
고급	새하얗다	형용사	피부가 새하얗다			외양	개념	색깔
초급	새해	명사	새해 인사	신년		날짜 표현하기	개념	시간
초급	색	명사	색깔				개념	색깔
초급	색깔	명사	색깔이 진하다	빛깔		복장 표현하기	개념	색깔
중급	색다르다	형용사	색다른 기분					
고급	색상	명사	선명한 색상			외양	개념	색깔
고급	색채	명사	화려한 색채	빛깔|색깔		외양	개념	색깔
초급	샌드위치	명사	음식			음식 주문하기	식생활	음식
중급	샌들	명사	샌들을 신다			복장 표현하기	의생활	모자, 신발, 장신구
고급	샘	명사	샘을 파다			지리정보	자연	지형
고급	샘물	명사	샘물을 마시다			지리정보	식생활	음료
고급	생	명사	생과 사	삶	사03	경제 경영	삶	삶의 상태
고급	생-	접사	생고기					
초급	생각	명사	기억				인간	인지 행위
초급	생각	명사	의견				인간	인지 행위
초급	생각나다	동사	아이디어가 생각나다				인간	인지 행위
초급	생각나다	동사	담배가 생각나다				인간	인지 행위
중급	생겨나다	동사	문제가 생겨나다					
고급	생계	명사	생계를 잇다			경제 경영	삶	삶의 상태
중급	생기	명사	생기가 넘치다			외모 표현하기		
초급	생기다	동사	건물이 생기다					
초급	생기다	동사	예쁘게 생기다					
초급	생기다	동사	돈이 생기다					
초급	생기다	동사	문제가 생기다					
중급	생김새	명사	생김새가 예쁘다			외모 표현하기		
중급	생년월일	명사	생년월일을 적다			개인정보 교환하기	개념	시간
고급	생동감	명사	생동감이 넘치다	약동감00		예술	개념	성질
중급	생략	명사	생략 표현					
중급	생머리	명사	곱슬머리			외모 표현하기	의생활	미용 행위
중급	생명	명사	생명 존중					
고급	생명력	명사	생명력이 넘치다			환경문제		
고급	생명체	명사	외계 생명체			환경문제		
고급	생물	명사	동식물	생물체		환경문제		
중급	생방송	명사	생방송 프로그램	생방		대중매체		
고급	생사	명사	생사를 확인하다			사회문제	삶	삶의 상태
중급	생산	명사	대량 생산					
고급	생산량	명사	쌀 생산량			경제 경영	경제생활	경제 상태
고급	생산성	명사	생산성을 높이다			경제 경영	경제생활	경제 상태
고급	생산자	명사	생산자와 소비자			경제 경영	경제생활	경제 행위 주체
고급	생산적01∙|생산적	관형사∙명사	생산적 사고		비생산적01|비생산적02	경제 경영	경제생활	경제 상태
고급	생산지	명사	인삼 생산지			경제 경영	경제생활	경제 행위 장소
중급	생생하다	형용사	기억이 생생하다					
중급	생생하다	형용사	생생한 야채					
중급	생생하다	형용사	생생한 기운					
초급	생선	명사	생선 구이			음식 주문하기	식생활	식재료
고급	생성	명사	우주의 생성			과학과 기술		
고급	생소하다	형용사	생소한 이름					
고급	생수	명사	생수를 마시다			식문화	식생활	음료
초급	생신	명사	생일			가족행사	삶	가족 행사
고급	생애	명사	생애를 마감하다			철학, 윤리		
초급	생일	명사	생일 파티			가족행사	삶	가족 행사
고급	생전01/|생전	명사/부사	생전 처음		사후01	철학, 윤리	개념	시간
중급	생존	명사	생존을 위협하다					
고급	생태	명사	식물의 생태			환경문제		
고급	생태계	명사	생태계를 보호하다			환경문제		
고급	생필품	명사	생필품을 구입하다	생활필수품		경제 경영		
초급	생활	명사	직장 생활					
고급	생활고	명사	생활고를 겪다	생활난		사회문제	경제생활	경제 상태
고급	생활권	명사	생활권이 넓어지다			사회제도		
중급	생활비	명사	생활비를 벌다	생계비		집 구하기	경제생활	경제 수단
중급	생활용품	명사	생활용품을 구입하다			집 구하기		
고급	생활화	명사	에너지 절약의 생활화			경제 경영		
초급	샤워	명사	찬물 샤워				삶	일상 행위
중급	샴푸	명사	샴푸로 머리를 감다			집 구하기	주생활	생활용품
중급	서	명사	방향	서쪽		지리정보	개념	위치 및 방향
고급	서구	명사	서구 문명			문화차이	개념	지역
고급	서글프다	형용사	서글픈 마음			심리	인간	감정
초급	서너	관형사	서너 개				개념	수
중급	서넛	수사	숫자				개념	수
중급	서늘하다	형용사	서늘한 날씨			날씨와 계절	자연	기상 및 기후
중급	서늘하다	형용사	간담이 서늘하다			날씨와 계절	자연	기상 및 기후
초급	서다	동사	똑바로 서다				인간	신체 행위
초급	서다	동사	버스가 서다					
고급	서두	명사	서두가 길다			언어	교육	학문 용어
초급	서두르다	동사	준비를 서두르다			하루생활		
초급	서랍	명사	서랍을 열다			집 구하기	주생활	생활용품
중급	서럽다	형용사	서러운 마음	섧다		감정/기분 표현하기	인간	감정
초급	서로	부사	서로 믿다	상호02				
고급	서론	명사	서론과 본론			언어	교육	학문 용어
초급	서류	명사	서류 접수			학교생활	사회생활	직장 생활
초급	서른02·서른	수사·관형사	숫자				개념	수
고급	서리다	동사	김이 서리다			기후		
고급	서먹하다	형용사	관계가 서먹하다			인간관계		
고급	서면	명사	서면으로 제출하다					
중급	서명	명사	사인					
고급	서민	명사	서민 사회	평민		정치	경제생활	경제 상태
고급	서민적01∙|서민적	관형사∙명사	서민적 음식			정치	경제생활	경제 상태
중급	서부	명사	서부 지역			지리정보	개념	지역
초급	서비스	명사	서비스 정신			소개하기(자기소개)	경제생활	경제 행위
초급	서비스	명사	서비스로 주다					
고급	서비스업	명사	서비스업에 종사하다			직업과 진로	사회생활	직업
중급	서서히	부사	서서히 나타나다	천천히				
고급	서성거리다	동사	주변을 서성거리다	서성대다|서성서성하다			인간	신체 행위
고급	서성이다	동사	주변을 서성이다					
고급	서술	명사	서술 방식			언어	사회생활	언어 행위
고급	서술어	명사	주어와 서술어	술어		언어	교육	학문 용어
고급	서슴없이	부사	서슴없이 말하다				인간	태도
고급	서신	명사	서신을 보내다	편지		언어	사회생활	소통 수단
초급	서양	명사	동양과 서양	구미02			개념	지역
고급	서양식	명사	서양식 건물	양식02		문화차이		
중급	서양인	명사	동양인과 서양인	서구인|양인		문화 비교하기	인간	사람의 종류
고급	서열	명사	서열을 따지다			정치	사회생활	사회 생활 상태
고급	서예	명사	서예 작품			여가생활	문화	예술
중급	서운하다	형용사	헤어지기 서운하다			감정/기분 표현하기	인간	감정
초급	서울	명사	지명			개인정보 교환하기	개념	지역
고급	서재	명사	방	서실00		주거 생활	주생활	주택 구성
중급	서적	명사	전공 서적	책				
초급	서점	명사	대형 서점	책방		물건사기	교육	학교 시설
초급	서쪽	명사	방향	서녘		위치 표현하기	개념	위치 및 방향
중급	서투르다	형용사	서투른 운전					
중급	서툴다	형용사	바느질에 서툴다					
고급	서평	명사	서평을 읽다			예술	사회생활	소통 수단
고급	서향	명사	서향 건물			건축	개념	위치 및 방향
고급	석	접사	관람석					
고급	석	관형사	석 달					
고급	석사	명사	석사 학위			교육	교육	학문 행위
중급	석유	명사	석유 연료				자연	자원
고급	석탄	명사	석탄 연료			환경문제	자연	자원
초급	섞다	동사	카드를 섞다			요리 설명하기	식생활	식사 및 조리 행위
중급	섞이다	동사	재료가 섞이다					
중급	섞이다	동사	애정이 섞인 말					
고급	선	명사	선을 보다			인간관계	사회생활	사회 활동
고급	고대01|중세|근대	명사	선과 악		악03			
중급	선	명사	선을 긋다	라인				
중급	선거	명사	대통령 선거				정치와 행정	정치 및 행정 행위
고급	선고	명사	사망 선고			법	정치와 행정	사법 및 치안 행위
고급	선고	명사	무죄 선고	언도				
고급	선교	명사	선교 활동			종교		
고급	선교사	명사	해외 선교사			종교	종교	종교인
중급	선글라스	명사	선글라스를 끼다			복장 표현하기	의생활	모자, 신발, 장신구
고급	선동적01∙|선동적	관형사∙명사	선동적 행동			정치		
고급	선두	명사	선두 주자	앞장		정치	개념	순서
고급	선뜻	부사	선뜻 응하다	선뜻이00			인간	태도
고급	선명하다	형용사	선명한 사진				개념	밝기
초급	선물	명사	선물을 받다			초대와 방문	사회생활	사회 활동
고급	선박	명사	선박을 제조하다	배02			사회생활	교통수단
고급	선반	명사	선반에 올리다			주거 생활	주생활	생활용품
고급	선발	명사	대표 선발			스포츠	사회생활	사회 활동
초급	선배	명사	선배와 후배		후배	학교생활	사회생활	인간관계
고급	선보이다	동사	작품을 선보이다			경제 경영	사회생활	사회 활동
고급	선불	명사	선불 요금		후불	경제 경영		
고급	선비	명사	선비 정신			역사		
초급	선생님	명사	국어 선생님			소개하기(자기소개)	교육	교수 학습 주체
초급	선선하다	형용사	선선한 날씨			날씨와 계절	자연	기상 및 기후
초급	선수	명사	축구 선수			소개하기(자기소개)	사회생활	직업
중급	선약	명사	선약이 있다			직장생활	사회생활	사회 활동
고급	선언	명사	금연 선언			언어	사회생활	언어 행위
고급	선의	명사	선의와 악의		악의	철학, 윤리	인간	감정
고급	선입견	명사	선입견을 가지다	선입관		심리	인간	감정
중급	선전	명사	라디오 선전					
중급	선정	명사	수상자 선정					
고급	선정적01∙|선정적	관형사∙명사	선정적인 장면			대중문화	인간	감정
고급	선조	명사	선조를 모시다			역사	삶	친족 관계
중급	선진	명사	선진 기술					
중급	선진국	명사	선진국과 후진국			지리정보		
고급	선착순	명사	선착순으로 모집하다	도착순		대중문화		
고급	선천적01∙|선천적	관형사∙명사	선천적 재능					
고급	선출	명사	후보 선출			정치	사회생활	사회 활동
초급	선택	명사	직업 선택			물건사기	경제생활	경제 행위
초급	선풍기	명사	선풍기를 켜다			집 구하기	주생활	생활용품
고급	선풍적01∙|선풍적	관형사∙명사	선풍적 인기					
고급	선하다	형용사	눈에 선하다					
고급	선하다	형용사	선한 사람		악하다	철학, 윤리		
고급	선행	명사	선행 연구			철학, 윤리	개념	시간
고급	선행	명사	선행을 베풀다		악행	철학, 윤리	사회생활	사회 활동
중급	선호	명사	소비자 선호			감정/기분 표현하기	인간	감정
고급	선호도	명사	고객 선호도			직업과 진로	인간	인지 행위
고급	선후배	명사	학교 선후배			인간관계	사회생활	인간관계
고급	섣불리	부사	섣불리 나서다					
고급	설	접사	지동설					
중급	설	명사	설날	설날				
고급	설	명사	설을 증명하다				사회생활	언어 행위
고급	설	명사	설이 나돌다					
초급	설거지	명사	집안일	뒷설거지		집안일	주생활	가사 행위
고급	설계	명사	건물의 설계			건축		
고급	설계	명사	인생 설계					
고급	설교	명사	설교를 듣다			종교		
초급	설날	명사	명절	설01		가족행사	개념	시간
중급	설득	명사	설득을 당하다			인간관계	사회생활	언어 행위
고급	설득력	명사	설득력 있는 주장			언어	인간	능력
초급	설렁탕	명사	음식			음식 주문하기	식생활	음식
중급	설레다	동사	가슴이 설레다			감정/기분 표현하기	인간	감정
고급	설령	부사	설령 그렇다고 해도	설혹|설사02				
중급	설립	명사	회사 설립			직장생활		
중급	설마	부사						
초급	설명	명사	설명을 듣다			학교생활	사회생활	언어 행위
고급	설명문	명사	설명문을 읽다			언어	교육	학문 용어
중급	설명서	명사	제품 설명서	매뉴얼		컴퓨터와 인터넷		
중급	설문	명사	설문에 답하다	앙케트			사회생활	언어 행위
중급	설문지	명사	설문지를 돌리다					
고급	설비	명사	설비를 갖추다			과학과 기술		
중급	설사	명사	설사 증상			건강	삶	병과 증상
고급	설사	부사	설사 그렇다 해도	설령				
고급	설상가상	명사				사회문제		
고급	설움	명사	설움을 겪다	서러움		심리	인간	감정
중급	설정	명사	목표 설정					
중급	설치	명사	인터넷 설치			컴퓨터와 인터넷		
고급	설치다	동사	잠을 설치다					
초급	설탕	명사	설탕을 넣다			요리 설명하기	식생활	식재료
초급	섬	명사	섬에서 살다			여행	자연	지형
고급	섬기다	동사	부모를 섬기다			인간관계	사회생활	사회 활동
고급	섬세하다	형용사	섬세한 무늬			심리	인간	성격
고급	섬유	명사	섬유 유연제			외양		
고급	섬유질	명사	섬유질이 풍부하다			식문화	교육	학문 용어
고급	섭리	명사	자연의 섭리			철학, 윤리		
초급	섭섭하다	형용사	서운하다			감정/기분 표현하기	인간	감정
초급	섭섭하다	형용사	아깝다			감정/기분 표현하기	인간	감정
중급	섭씨	명사	섭씨 영 도			날씨와 계절	자연	기상 및 기후
고급	섭외	명사	출연자 섭외			대중문화	사회생활	사회 활동
고급	섭취	명사	수분 섭취			식문화	식생활	식사 및 조리 행위
초급	성	명사	김 씨			소개하기(자기소개)		
고급	성	명사	성별			철학, 윤리		
고급	성	명사	성질					
고급	성	명사	성행위					
초급	성격	명사	긍정적인 성격			성격 표현하기	인간	성격
고급	성경	명사	성경을 읽다	성서		종교	종교	종교 활동 도구
초급	성공	명사	성공의 비결		실패02		삶	삶의 행위
중급	성공적01∙성공적	관형사∙명사	성공적 삶				삶	삶의 상태
중급	성과	명사	성과를 올리다			직장생활		
고급	성금	명사	성금을 내다			사회문제	경제생활	경제 수단
고급	성급하다	형용사	성급한 행동			심리	인간	태도
고급	성냥	명사	성냥이 타다			주거 생활	주생활	생활용품
고급	성년	명사	성년의 날		미성년	교육		
고급	성능	명사	성능이 뛰어나다			과학과 기술		
중급	성당	명사	성당에 다니다			문화 비교하기	종교	종교 활동 장소
고급	성대	명사	성대 결절	목청		보건과 의료	인간	신체 내부 구성
고급	성대하다	형용사	성대한 결혼식					
중급	성립	명사	계약이 성립하다					
중급	성명	명사	이름	이름		개인정보 교환하기		
고급	성묘	명사	추석 성묘			인간관계		
중급	성별	명사	성별에 관계없이			개인정보 교환하기		
고급	성분	명사	성분을 분석하다			과학과 기술		
고급	성비	명사	성비 불균형			사회문제		
고급	성사	명사	결혼이 성사되다			경제 경영		
고급	성수기	명사	휴가철 성수기		비수기	경제 경영		
중급	성숙	명사	성숙한 행동			외모 표현하기		
중급	성실	명사	성실한 사람		불성실	성격 표현하기	인간	태도
고급	성실성	명사	성실성이 부족하다			심리	인간	태도
고급	성실히	부사	성실히 일하다			직업과 진로	인간	태도
고급	성의	명사	성의가 담긴 선물	성심			인간	태도
중급	성인	명사	성인 여성	어른|대인			인간	사람의 종류
고급	성인	명사	성인을 본받다	성자		인간관계	인간	사람의 종류
고급	성인병	명사	성인병을 치료하다			보건과 의료	삶	병과 증상
중급	성장	명사	성장 시기				삶	삶의 행위
고급	성장기	명사	성장기를 보내다	발육기00		보건과 의료	삶	삶의 상태
고급	성적01∙|성적	관형사∙명사	성적 매력					
초급	성적	명사	시험 성적			학교생활	교육	교수 학습 행위
고급	성적순	명사	성적순으로 앉다			교육	개념	순서
중급	성적표	명사	시험 성적표			학교생활	교육	교수 학습 행위
고급	성직자	명사	성직자가 되다			종교	종교	종교인
중급	성질	명사	성질이 사납다					
중급	성질	명사	화학적 성질	성분				
고급	성차별	명사	성차별을 당하다			사회문제		
고급	성취	명사	소원 성취				삶	삶의 행위
고급	성취도	명사	성취도 평가			교육		
고급	성품	명사	사람의 성품			심리	인간	성격
고급	성하다	형용사	성한 몸			보건과 의료	개념	모양
초급	성함	명사	아버지 성함			인사하기		
고급	성향	명사	정치적 성향			심리	인간	성격
고급	성형	명사	성형 수술			보건과 의료	삶	병과 증상
고급	성형외과	명사	병원			보건과 의료		
고급	성화	명사	열화와 같은 성화				인간	태도
고급	성화	명사	공부하라고 성화하다					
초급	세	관형사	숫자				개념	수
고급	세	명사	세를 징수하다			경제 경영		
고급	세	명사	세력	세력			인간	능력
고급	세	명사	기운					
초급	세	의존명사	삼십 세				개념	세는 말
초급	세계	명사	세계 여행	세상		여행	개념	지역
고급	세계관	명사	세계관이 뚜렷하다			정치		
중급	세계적01∙세계적	관형사∙명사	세계적 예술가					
중급	세계화	명사	세계화 시대					
고급	세관	명사	세관 검사			경제 경영	정치와 행정	공공 기관
고급	세균	명사	세균 검출	균|박테리아		보건과 의료		
중급	세금	명사	세금을 내다	조세			정치와 행정	정치 및 행정 행위
중급	세기	명사	21세기				개념	시간
고급	세다	동사	머리가 세다			외양	인간	신체 변화
중급	세다	동사	수를 세다				개념	수
초급	세다	형용사	힘이 세다	강하다02		외모 표현하기	인간	체력 상태
초급	세다	형용사	바람이 세다					
중급	세대	명사	세대를 잇다	대07		문화 비교하기	개념	시간
중급	세대	명사	세대가 줄다	가구01		집 구하기		
중급	세대	명사	한 세대	가구01		집 구하기	개념	세는 말
중급	세력	명사	세력을 확장하다	세04				
중급	세련되다	형용사	옷차림이 세련되다			외모 표현하기		
중급	세로01/세로	명사/부사	세로와 가로	종00	가로01|가로02	복장 표현하기	개념	모양
고급	세면도구	명사	세면도구를 챙기다			주거 생활	주생활	생활용품
중급	세모	명사	세모 모양	삼각형			개념	모양
중급	세미나	명사	세미나를 열다				교육	교수 학습 행위
고급	세밀하다	형용사	묘사가 세밀하다					
초급	세배	명사	세배를 드리다			가족행사	사회생활	사회 활동
고급	세부	명사	세부 항목					
초급	세상	명사	세상이 넓다	세계		여행	개념	지역
초급	세수	명사	고양이 세수	세면|세안			삶	일상 행위
고급	세심하다	형용사	배려가 세심하다			심리	인간	성격
초급	세우다	동사	자리에서 세우다			여행		
초급	세우다	동사	계획을 세우다			여행		
